draw,repeats,neighbors,max_zone,date,rolling_repeats,rolling_neighbors,rolling_max_zone
102000114,1,3,3,2013-05-13,0.9,1.5,2.6
102000115,1,0,3,2013-05-14,0.9,1.5,2.6
102000116,0,1,2,2013-05-15,0.8,1.4,2.6
102000117,1,1,2,2013-05-16,0.9,1.2,2.5
102000118,1,2,2,2013-05-17,0.9,1.3,2.4
102000119,1,2,2,2013-05-18,1.0,1.3,2.4
102000120,0,1,3,2013-05-20,0.9,1.2,2.5
102000121,0,0,2,2013-05-21,0.7,1.2,2.4
102000122,0,2,2,2013-05-22,0.6,1.3,2.4
102000123,0,2,2,2013-05-23,0.5,1.4,2.3
102000124,0,2,3,2013-05-24,0.4,1.3,2.3
102000125,0,0,2,2013-05-25,0.3,1.3,2.2
102000126,0,1,3,2013-05-27,0.3,1.3,2.3
102000127,1,2,4,2013-05-28,0.3,1.4,2.5
102000128,0,1,3,2013-05-29,0.2,1.3,2.6
102000129,3,1,2,2013-05-30,0.4,1.2,2.6
102000130,1,1,4,2013-05-31,0.5,1.2,2.7
102000131,1,1,2,2013-06-01,0.6,1.3,2.7
102000132,0,1,3,2013-06-03,0.6,1.2,2.8
102000133,0,1,2,2013-06-04,0.6,1.1,2.8
102000134,0,2,2,2013-06-05,0.6,1.1,2.7
102000135,1,1,2,2013-06-06,0.7,1.2,2.7
102000136,1,3,3,2013-06-07,0.8,1.4,2.7
102000137,3,3,3,2013-06-08,1.0,1.5,2.6
102000138,0,0,3,2013-06-10,1.0,1.4,2.6
102000139,1,0,2,2013-06-11,0.8,1.3,2.6
102000140,1,0,3,2013-06-12,0.8,1.2,2.5
102000141,1,1,2,2013-06-13,0.8,1.2,2.5
102000142,1,0,3,2013-06-14,0.9,1.1,2.5
102000143,3,2,3,2013-06-15,1.2,1.2,2.6
102000144,1,1,3,2013-06-17,1.3,1.1,2.7
102000145,0,3,3,2013-06-18,1.2,1.3,2.8
102000146,2,1,2,2013-06-19,1.3,1.1,2.7
102000147,2,2,3,2013-06-20,1.2,1.0,2.7
102000148,0,1,2,2013-06-21,1.2,1.1,2.6
102000149,0,2,2,2013-06-22,1.1,1.3,2.6
102000150,1,1,3,2013-06-24,1.1,1.4,2.6
102000151,0,1,3,2013-06-25,1.0,1.4,2.7
102000152,1,2,2,2013-06-26,1.0,1.6,2.6
102000153,0,2,3,2013-06-27,0.7,1.6,2.6
102000154,1,1,3,2013-06-28,0.7,1.6,2.6
102000155,0,0,2,2013-06-29,0.7,1.3,2.5
102000156,0,3,2,2013-07-01,0.5,1.5,2.5
102000157,0,2,3,2013-07-02,0.3,1.5,2.5
102000158,0,1,5,2013-07-03,0.3,1.5,2.8
102000159,0,1,3,2013-07-04,0.3,1.4,2.9
102000160,0,2,3,2013-07-05,0.2,1.5,2.9
102000161,1,0,2,2013-07-06,0.3,1.4,2.8
102000162,1,1,2,2013-07-08,0.3,1.3,2.8
102000163,1,2,3,2013-07-09,0.4,1.3,2.8
102000164,0,1,3,2013-07-10,0.3,1.3,2.8
102000165,1,1,3,2013-07-11,0.4,1.4,2.9
102000166,0,0,4,2013-07-12,0.4,1.1,3.1
102000167,1,1,3,2013-07-13,0.5,1.0,3.1
102000168,0,1,3,2013-07-15,0.5,1.0,2.9
102000169,0,1,3,2013-07-16,0.5,1.0,2.9
102000170,3,1,2,2013-07-17,0.8,0.9,2.8
102000171,0,1,3,2013-07-18,0.7,1.0,2.9
102000172,0,1,3,2013-07-19,0.6,1.0,3.0
102000173,0,1,3,2013-07-20,0.5,0.9,3.0
102000174,1,1,2,2013-07-22,0.6,0.9,2.9
102000175,2,2,3,2013-07-23,0.7,1.0,2.9
102000176,1,2,2,2013-07-24,0.8,1.2,2.7
102000177,1,1,2,2013-07-25,0.8,1.2,2.6
102000178,0,2,3,2013-07-26,0.8,1.3,2.6
102000179,1,0,2,2013-07-27,0.9,1.2,2.5
102000180,1,0,3,2013-07-29,0.7,1.1,2.6
102000181,3,0,2,2013-07-30,1.0,1.0,2.5
102000182,2,1,2,2013-07-31,1.2,1.0,2.4
102000183,2,1,3,2013-08-01,1.4,1.0,2.4
102000184,0,2,3,2013-08-02,1.3,1.1,2.5
102000185,0,2,2,2013-08-03,1.1,1.1,2.4
102000186,1,1,2,2013-08-05,1.1,1.0,2.4
102000187,0,0,3,2013-08-06,1.0,0.9,2.5
102000188,0,0,3,2013-08-07,1.0,0.7,2.5
102000189,1,0,3,2013-08-08,1.0,0.7,2.6
102000190,1,0,3,2013-08-09,1.0,0.7,2.6
102000191,0,3,3,2013-08-10,0.7,1.0,2.7
102000192,0,1,3,2013-08-12,0.5,1.0,2.8
102000193,1,0,3,2013-08-13,0.4,0.9,2.8
102000194,1,0,4,2013-08-14,0.5,0.7,2.9
102000195,2,2,3,2013-08-15,0.7,0.7,3.0
102000196,1,2,3,2013-08-16,0.7,0.8,3.1
102000197,1,2,3,2013-08-17,0.8,1.0,3.1
102000198,1,1,2,2013-08-19,0.9,1.1,3.0
102000199,2,1,3,2013-08-20,1.0,1.2,3.0
102000200,1,2,2,2013-08-21,1.0,1.4,2.9
102000201,1,1,4,2013-08-22,1.1,1.2,3.0
102000202,0,1,2,2013-08-23,1.1,1.2,2.9
102000203,1,1,2,2013-08-24,1.1,1.3,2.8
102000204,1,0,3,2013-08-26,1.1,1.3,2.7
102000205,0,0,2,2013-08-27,0.9,1.1,2.6
102000206,0,1,3,2013-08-28,0.8,1.0,2.6
102000207,2,2,3,2013-08-29,0.9,1.0,2.6
102000208,0,1,3,2013-08-30,0.8,1.0,2.7
102000209,1,3,3,2013-08-31,0.7,1.2,2.7
102000210,1,2,3,2013-09-02,0.7,1.2,2.8
102000211,1,1,3,2013-09-03,0.7,1.2,2.7
102000212,1,1,3,2013-09-04,0.8,1.2,2.8
102000213,1,1,3,2013-09-05,0.8,1.2,2.9
102000214,0,2,2,2013-09-06,0.7,1.4,2.8
102000215,0,2,3,2013-09-07,0.7,1.6,2.9
102000216,0,1,2,2013-09-09,0.7,1.6,2.8
102000217,1,2,3,2013-09-10,0.6,1.6,2.8
102000218,1,1,2,2013-09-11,0.7,1.6,2.7
102000219,0,2,3,2013-09-12,0.6,1.5,2.7
102000220,0,2,2,2013-09-13,0.5,1.5,2.6
102000221,0,2,2,2013-09-14,0.4,1.6,2.5
102000222,0,1,2,2013-09-16,0.3,1.6,2.4
102000223,1,1,3,2013-09-17,0.3,1.6,2.4
102000224,1,1,3,2013-09-18,0.4,1.5,2.5
102000225,0,1,2,2013-09-19,0.4,1.4,2.4
102000226,0,2,2,2013-09-20,0.4,1.5,2.4
102000227,3,1,3,2013-09-21,0.6,1.4,2.4
102000228,1,3,2,2013-09-23,0.6,1.6,2.4
102000229,2,1,3,2013-09-24,0.8,1.5,2.4
102000230,0,0,3,2013-09-25,0.8,1.3,2.5
102000231,2,2,3,2013-09-26,1.0,1.3,2.6
102000232,0,2,3,2013-09-27,1.0,1.4,2.7
102000233,0,1,3,2013-09-28,0.9,1.4,2.7
102000234,0,1,3,2013-09-30,0.8,1.4,2.7
102000235,0,0,2,2013-10-01,0.8,1.3,2.7
102000236,2,1,2,2013-10-02,1.0,1.2,2.7
102000237,2,1,3,2013-10-03,0.9,1.2,2.7
102000238,1,1,3,2013-10-04,0.9,1.0,2.8
102000239,1,0,2,2013-10-05,0.8,0.9,2.7
102000240,0,2,2,2013-10-07,0.8,1.1,2.6
102000241,0,0,3,2013-10-08,0.6,0.9,2.6
102000242,1,0,3,2013-10-09,0.7,0.7,2.6
102000243,1,3,4,2013-10-10,0.8,0.9,2.7
102000244,0,2,2,2013-10-11,0.8,1.0,2.6
102000245,0,0,2,2013-10-12,0.8,1.0,2.6
102000246,1,0,3,2013-10-14,0.7,0.9,2.7
102000247,1,2,3,2013-10-15,0.6,1.0,2.7
102000248,0,1,2,2013-10-16,0.5,1.0,2.6
102000249,1,1,2,2013-10-17,0.5,1.1,2.6
102000250,1,2,3,2013-10-18,0.6,1.1,2.7
102000251,1,0,3,2013-10-19,0.7,1.1,2.7
102000252,0,2,3,2013-10-21,0.6,1.3,2.7
102000253,2,2,3,2013-10-22,0.7,1.2,2.6
102000254,0,0,2,2013-10-23,0.7,1.0,2.6
102000255,1,1,3,2013-10-24,0.8,1.1,2.7
102000256,2,1,2,2013-10-25,0.9,1.2,2.6
102000257,1,0,2,2013-10-26,0.9,1.0,2.5
102000258,2,2,3,2013-10-28,1.1,1.1,2.6
102000259,2,0,2,2013-10-29,1.2,1.0,2.6
102000260,1,0,4,2013-10-30,1.2,0.8,2.7
102000261,0,0,2,2013-10-31,1.1,0.8,2.6
102000262,0,1,2,2013-11-01,1.1,0.7,2.5
102000263,0,2,2,2013-11-02,0.9,0.7,2.4
102000264,1,2,3,2013-11-04,1.0,0.9,2.5
102000265,0,2,2,2013-11-05,0.9,1.0,2.4
102000266,0,0,3,2013-11-06,0.7,0.9,2.5
102000267,0,3,2,2013-11-07,0.6,1.2,2.5
102000268,1,2,3,2013-11-08,0.5,1.2,2.5
102000269,1,1,3,2013-11-09,0.4,1.3,2.6
102000270,0,1,2,2013-11-11,0.3,1.4,2.4
102000271,2,0,2,2013-11-12,0.5,1.4,2.4
102000272,1,1,4,2013-11-13,0.6,1.4,2.6
102000273,0,1,3,2013-11-14,0.6,1.3,2.7
102000274,1,0,3,2013-11-15,0.6,1.1,2.7
102000275,0,2,3,2013-11-16,0.6,1.1,2.8
102000276,0,4,4,2013-11-18,0.6,1.5,2.9
102000277,1,0,3,2013-11-19,0.7,1.2,3.0
102000278,0,1,2,2013-11-20,0.6,1.1,2.9
102000279,1,1,2,2013-11-21,0.6,1.1,2.8
102000280,0,1,2,2013-11-22,0.6,1.1,2.8
102000281,0,1,3,2013-11-23,0.4,1.2,2.9
102000282,1,2,3,2013-11-25,0.4,1.3,2.8
102000283,0,3,3,2013-11-26,0.4,1.5,2.8
102000284,0,0,3,2013-11-27,0.3,1.5,2.8
102000285,1,0,3,2013-11-28,0.4,1.3,2.8
102000286,0,0,3,2013-11-29,0.4,0.9,2.7
102000287,2,1,5,2013-11-30,0.5,1.0,2.9
102000288,0,0,4,2013-12-02,0.5,0.9,3.1
102000289,0,1,2,2013-12-03,0.4,0.9,3.1
102000290,1,1,3,2013-12-04,0.5,0.9,3.2
102000291,0,1,2,2013-12-05,0.5,0.9,3.1
102000292,1,1,3,2013-12-06,0.5,0.8,3.1
102000293,0,2,4,2013-12-07,0.5,0.7,3.2
102000294,1,0,2,2013-12-09,0.6,0.7,3.1
102000295,0,2,2,2013-12-10,0.5,0.9,3.0
102000296,1,1,2,2013-12-11,0.6,1.0,2.9
102000297,0,1,3,2013-12-12,0.4,1.0,2.7
102000298,0,3,3,2013-12-13,0.4,1.3,2.6
102000299,1,3,4,2013-12-14,0.5,1.5,2.8
102000300,2,3,4,2013-12-16,0.6,1.7,2.9
102000301,1,0,3,2013-12-17,0.7,1.6,3.0
102000302,0,3,2,2013-12-18,0.6,1.8,2.9
102000303,1,0,3,2013-12-19,0.7,1.6,2.8
102000304,1,0,2,2013-12-20,0.7,1.6,2.8
102000305,0,1,2,2013-12-21,0.7,1.5,2.8
102000306,0,2,3,2013-12-23,0.6,1.6,2.9
102000307,1,0,2,2013-12-24,0.7,1.5,2.8
102000308,0,1,2,2013-12-25,0.7,1.3,2.7
102000309,0,0,2,2013-12-26,0.6,1.0,2.5
102000310,0,1,2,2013-12-27,0.4,0.8,2.3
102000311,0,1,3,2013-12-28,0.3,0.9,2.3
102000312,1,1,3,2013-12-30,0.4,0.7,2.4
102000313,1,0,3,2013-12-31,0.4,0.7,2.4
103000001,0,0,2,2014-01-01,0.3,0.7,2.4
103000002,0,2,2,2014-01-02,0.3,0.8,2.4
103000003,1,1,4,2014-01-03,0.4,0.7,2.5
103000004,0,0,3,2014-01-04,0.3,0.7,2.6
103000005,0,2,2,2014-01-06,0.3,0.8,2.6
103000006,0,0,3,2014-01-07,0.3,0.8,2.7
103000007,1,2,2,2014-01-08,0.4,0.9,2.7
103000008,3,1,2,2014-01-09,0.7,0.9,2.6
103000009,0,2,2,2014-01-10,0.6,1.0,2.5
103000010,1,0,3,2014-01-11,0.6,1.0,2.5
103000011,1,1,3,2014-01-13,0.7,1.1,2.6
103000012,0,2,3,2014-01-14,0.7,1.1,2.7
103000013,0,1,3,2014-01-15,0.6,1.1,2.6
103000014,0,0,3,2014-01-16,0.6,1.1,2.6
103000015,0,2,3,2014-01-17,0.6,1.1,2.7
103000016,0,2,2,2014-01-18,0.6,1.3,2.6
103000017,2,1,3,2014-01-20,0.7,1.2,2.7
103000018,1,0,3,2014-01-21,0.5,1.1,2.8
103000019,0,0,3,2014-01-22,0.5,0.9,2.9
103000020,0,1,2,2014-01-23,0.4,1.0,2.8
103000021,1,0,3,2014-01-24,0.4,0.9,2.8
103000022,1,3,3,2014-01-25,0.5,1.0,2.8
103000023,2,1,4,2014-01-27,0.7,1.0,2.9
103000024,0,0,3,2014-01-28,0.7,1.0,2.9
103000025,1,0,3,2014-01-29,0.8,0.8,2.9
103000026,1,1,4,2014-01-30,0.9,0.7,3.1
103000027,2,3,3,2014-01-31,0.9,0.9,3.1
103000028,0,0,4,2014-02-01,0.8,0.9,3.2
103000029,0,1,2,2014-02-03,0.8,1.0,3.1
103000030,1,1,2,2014-02-04,0.9,1.0,3.1
103000031,0,2,5,2014-02-05,0.8,1.2,3.3
103000032,1,1,2,2014-02-06,0.8,1.0,3.2
103000033,0,1,2,2014-02-07,0.6,1.0,3.0
103000034,0,1,2,2014-02-08,0.6,1.1,2.9
103000035,0,2,3,2014-02-10,0.5,1.3,2.9
103000036,2,1,2,2014-02-11,0.6,1.3,2.7
103000037,2,1,2,2014-02-12,0.6,1.1,2.6
103000038,0,0,3,2014-02-13,0.6,1.1,2.5
103000039,0,1,3,2014-02-14,0.6,1.1,2.6
103000040,1,3,3,2014-02-15,0.6,1.3,2.7
103000041,0,1,3,2014-02-17,0.6,1.2,2.5
103000042,1,0,3,2014-02-18,0.6,1.1,2.6
103000043,0,1,3,2014-02-19,0.6,1.1,2.7
103000044,1,2,3,2014-02-20,0.7,1.2,2.8
103000045,0,1,4,2014-02-21,0.7,1.1,2.9
103000046,1,1,3,2014-02-22,0.6,1.1,3.0
103000047,2,2,3,2014-02-24,0.6,1.2,3.1
103000048,1,1,4,2014-02-25,0.7,1.3,3.2
103000049,0,2,2,2014-02-26,0.7,1.4,3.1
103000050,1,1,4,2014-02-27,0.7,1.2,3.2
103000051,1,0,4,2014-02-28,0.8,1.1,3.3
103000052,0,0,2,2014-03-01,0.7,1.1,3.2
103000053,1,0,3,2014-03-03,0.8,1.0,3.2
103000054,1,1,3,2014-03-04,0.8,0.9,3.2
103000055,1,1,4,2014-03-05,0.9,0.9,3.2
103000056,0,1,3,2014-03-06,0.8,0.9,3.2
103000057,2,2,3,2014-03-07,0.8,0.9,3.2
103000058,2,3,4,2014-03-08,0.9,1.1,3.2
103000059,1,1,2,2014-03-10,1.0,1.0,3.2
103000060,1,1,2,2014-03-11,1.0,1.0,3.0
103000061,2,1,3,2014-03-12,1.1,1.1,2.9
103000062,0,0,2,2014-03-13,1.1,1.1,2.9
103000063,0,0,2,2014-03-14,1.0,1.1,2.8
103000064,0,0,2,2014-03-15,0.9,1.0,2.7
103000065,1,0,3,2014-03-17,0.9,0.9,2.6
103000066,0,0,3,2014-03-18,0.9,0.8,2.6
103000067,1,1,4,2014-03-19,0.8,0.7,2.7
103000068,1,1,2,2014-03-20,0.7,0.5,2.5
103000069,0,1,3,2014-03-21,0.6,0.5,2.6
103000070,1,2,3,2014-03-22,0.6,0.6,2.7
103000071,0,2,3,2014-03-24,0.4,0.7,2.7
103000072,0,3,3,2014-03-25,0.4,1.0,2.8
103000073,1,2,2,2014-03-26,0.5,1.2,2.8
103000074,1,1,4,2014-03-27,0.6,1.3,3.0
103000075,2,3,4,2014-03-28,0.7,1.6,3.1
103000076,1,0,2,2014-03-29,0.8,1.6,3.0
103000077,1,2,2,2014-03-31,0.8,1.7,2.8
103000078,1,2,2,2014-04-01,0.8,1.8,2.8
103000079,0,1,3,2014-04-02,0.8,1.8,2.8
103000080,0,2,3,2014-04-03,0.7,1.8,2.8
103000081,0,0,2,2014-04-04,0.7,1.6,2.7
103000082,0,2,2,2014-04-05,0.7,1.5,2.6
103000083,0,3,3,2014-04-07,0.6,1.6,2.7
103000084,0,0,3,2014-04-08,0.5,1.5,2.6
103000085,1,0,3,2014-04-09,0.4,1.2,2.5
103000086,2,1,3,2014-04-10,0.5,1.3,2.6
103000087,0,3,3,2014-04-11,0.4,1.4,2.7
103000088,0,1,3,2014-04-12,0.3,1.3,2.8
103000089,0,3,2,2014-04-14,0.3,1.5,2.7
103000090,2,3,2,2014-04-15,0.5,1.6,2.6
103000091,0,0,3,2014-04-16,0.5,1.6,2.7
103000092,1,2,2,2014-04-17,0.6,1.6,2.7
103000093,1,3,4,2014-04-18,0.7,1.6,2.8
103000094,1,2,3,2014-04-19,0.8,1.8,2.8
103000095,0,0,3,2014-04-21,0.7,1.8,2.8
103000096,0,1,2,2014-04-22,0.5,1.8,2.7
103000097,0,1,3,2014-04-23,0.5,1.6,2.7
103000098,2,1,2,2014-04-24,0.7,1.6,2.6
103000099,1,1,3,2014-04-25,0.8,1.4,2.7
103000100,1,1,3,2014-04-26,0.7,1.2,2.8
103000101,0,1,3,2014-04-28,0.7,1.3,2.8
103000102,1,1,2,2014-04-29,0.7,1.2,2.8
103000103,0,1,2,2014-04-30,0.6,1.0,2.6
103000104,0,1,2,2014-05-01,0.5,0.9,2.5
103000105,0,2,3,2014-05-02,0.5,1.1,2.5
103000106,1,2,2,2014-05-03,0.6,1.2,2.5
103000107,2,2,3,2014-05-05,0.8,1.3,2.5
103000108,0,1,2,2014-05-06,0.6,1.3,2.5
103000109,1,0,2,2014-05-07,0.6,1.2,2.4
103000110,1,0,3,2014-05-08,0.6,1.1,2.4
103000111,1,0,3,2014-05-09,0.7,1.0,2.4
103000112,1,1,2,2014-05-10,0.7,1.0,2.4
103000113,0,1,3,2014-05-12,0.7,1.0,2.5
103000114,1,2,3,2014-05-13,0.8,1.1,2.6
103000115,0,0,2,2014-05-14,0.8,0.9,2.5
103000116,0,1,2,2014-05-15,0.7,0.8,2.5
103000117,0,2,3,2014-05-16,0.5,0.8,2.5
103000118,0,0,2,2014-05-17,0.5,0.7,2.5
103000119,0,1,2,2014-05-19,0.4,0.8,2.5
103000120,1,1,3,2014-05-20,0.4,0.9,2.5
103000121,0,3,3,2014-05-21,0.3,1.2,2.5
103000122,1,1,3,2014-05-22,0.3,1.2,2.6
103000123,0,0,4,2014-05-23,0.3,1.1,2.7
103000124,1,0,3,2014-05-24,0.3,0.9,2.7
103000125,2,1,3,2014-05-26,0.5,1.0,2.8
103000126,0,2,4,2014-05-27,0.5,1.1,3.0
103000127,1,1,3,2014-05-28,0.6,1.0,3.0
103000128,0,2,3,2014-05-29,0.6,1.2,3.1
103000129,1,0,2,2014-05-30,0.7,1.1,3.1
103000130,1,1,2,2014-05-31,0.7,1.1,3.0
103000131,1,2,2,2014-06-02,0.8,1.0,2.9
103000132,1,0,2,2014-06-03,0.8,0.9,2.8
103000133,0,1,3,2014-06-04,0.8,1.0,2.7
103000134,0,2,2,2014-06-05,0.7,1.2,2.6
103000135,1,0,2,2014-06-06,0.6,1.1,2.5
103000136,2,1,2,2014-06-07,0.8,1.0,2.3
103000137,0,1,2,2014-06-09,0.7,1.0,2.2
103000138,1,3,3,2014-06-10,0.8,1.1,2.2
103000139,1,2,3,2014-06-11,0.8,1.3,2.3
103000140,0,2,2,2014-06-12,0.7,1.4,2.3
103000141,2,1,3,2014-06-13,0.8,1.3,2.4
103000142,2,4,2,2014-06-14,0.9,1.7,2.4
103000143,0,2,2,2014-06-16,0.9,1.8,2.3
103000144,1,1,3,2014-06-17,1.0,1.7,2.4
103000145,1,3,3,2014-06-18,1.0,2.0,2.5
103000146,0,0,3,2014-06-19,0.8,1.9,2.6
103000147,0,0,3,2014-06-20,0.8,1.8,2.7
103000148,1,0,2,2014-06-21,0.8,1.5,2.6
103000149,0,2,2,2014-06-23,0.7,1.5,2.5
103000150,0,0,3,2014-06-24,0.7,1.3,2.6
103000151,0,1,2,2014-06-25,0.5,1.3,2.5
103000152,1,2,4,2014-06-26,0.4,1.1,2.7
103000153,0,0,4,2014-06-27,0.4,0.9,2.9
103000154,0,0,3,2014-06-28,0.3,0.8,2.9
103000155,2,0,3,2014-06-30,0.4,0.5,2.9
103000156,1,2,3,2014-07-01,0.5,0.7,2.9
103000157,0,0,2,2014-07-02,0.5,0.7,2.8
103000158,0,0,3,2014-07-03,0.4,0.7,2.9
103000159,0,1,2,2014-07-04,0.4,0.6,2.9
103000160,1,1,2,2014-07-05,0.5,0.7,2.8
103000161,1,0,2,2014-07-07,0.6,0.6,2.8
103000162,1,1,3,2014-07-08,0.6,0.5,2.7
103000163,0,0,3,2014-07-09,0.6,0.5,2.6
103000164,0,0,2,2014-07-10,0.6,0.5,2.5
103000165,1,0,2,2014-07-11,0.5,0.5,2.4
103000166,0,2,3,2014-07-12,0.4,0.5,2.4
103000167,1,0,3,2014-07-14,0.5,0.5,2.5
103000168,0,3,3,2014-07-15,0.5,0.8,2.5
103000169,1,2,4,2014-07-16,0.6,0.9,2.7
103000170,1,0,3,2014-07-17,0.6,0.8,2.8
103000171,2,0,2,2014-07-18,0.7,0.8,2.8
103000172,0,1,2,2014-07-19,0.6,0.8,2.7
103000173,0,1,3,2014-07-21,0.6,0.9,2.7
103000174,0,2,4,2014-07-22,0.6,1.1,2.9
103000175,0,2,4,2014-07-23,0.5,1.3,3.1
103000176,0,3,3,2014-07-24,0.5,1.4,3.1
103000177,1,1,2,2014-07-25,0.5,1.5,3.0
103000178,2,0,3,2014-07-26,0.7,1.2,3.0
103000179,0,1,2,2014-07-28,0.6,1.1,2.8
103000180,1,1,2,2014-07-29,0.6,1.2,2.7
103000181,0,0,3,2014-07-30,0.4,1.2,2.8
103000182,0,1,2,2014-07-31,0.4,1.2,2.8
103000183,0,1,2,2014-08-01,0.4,1.2,2.7
103000184,1,1,3,2014-08-02,0.5,1.1,2.6
103000185,0,2,2,2014-08-04,0.5,1.1,2.4
103000186,0,1,2,2014-08-05,0.5,0.9,2.3
103000187,1,2,3,2014-08-06,0.5,1.0,2.4
103000188,0,3,2,2014-08-07,0.3,1.3,2.3
103000189,1,1,3,2014-08-08,0.4,1.3,2.4
103000190,0,2,2,2014-08-09,0.3,1.4,2.4
103000191,2,0,2,2014-08-11,0.5,1.4,2.3
103000192,0,1,3,2014-08-12,0.5,1.4,2.4
103000193,1,1,2,2014-08-13,0.6,1.4,2.4
103000194,1,1,3,2014-08-14,0.6,1.4,2.4
103000195,0,1,3,2014-08-15,0.6,1.3,2.5
103000196,0,1,3,2014-08-16,0.6,1.3,2.6
103000197,0,1,3,2014-08-18,0.5,1.2,2.6
103000198,0,1,3,2014-08-19,0.5,1.0,2.7
103000199,1,2,2,2014-08-20,0.5,1.1,2.6
103000200,0,2,3,2014-08-21,0.5,1.1,2.7
103000201,0,1,2,2014-08-22,0.3,1.2,2.7
103000202,0,1,3,2014-08-23,0.3,1.2,2.7
103000203,0,1,3,2014-08-25,0.2,1.2,2.8
103000204,0,0,3,2014-08-26,0.1,1.1,2.8
103000205,0,1,3,2014-08-27,0.1,1.1,2.8
103000206,1,2,2,2014-08-28,0.2,1.2,2.7
103000207,1,2,3,2014-08-29,0.3,1.3,2.7
103000208,1,0,4,2014-08-30,0.4,1.2,2.8
103000209,1,1,2,2014-09-01,0.4,1.1,2.8
103000210,0,2,3,2014-09-02,0.4,1.1,2.8
103000211,0,2,2,2014-09-03,0.4,1.2,2.8
103000212,0,0,2,2014-09-04,0.4,1.1,2.7
103000213,2,2,2,2014-09-05,0.6,1.2,2.6
103000214,0,3,3,2014-09-06,0.6,1.5,2.6
103000215,0,3,2,2014-09-08,0.6,1.7,2.5
103000216,1,1,2,2014-09-09,0.6,1.6,2.5
103000217,0,1,3,2014-09-10,0.5,1.5,2.5
103000218,0,1,3,2014-09-11,0.4,1.6,2.4
103000219,1,2,2,2014-09-12,0.4,1.7,2.4
103000220,1,0,3,2014-09-13,0.5,1.5,2.4
103000221,0,0,3,2014-09-15,0.5,1.3,2.5
103000222,1,2,2,2014-09-16,0.6,1.5,2.5
103000223,0,0,2,2014-09-17,0.4,1.3,2.5
103000224,3,0,3,2014-09-18,0.7,1.0,2.5
103000225,0,0,3,2014-09-19,0.7,0.7,2.6
103000226,1,1,2,2014-09-20,0.7,0.7,2.6
103000227,1,2,4,2014-09-22,0.8,0.8,2.7
103000228,2,2,4,2014-09-23,1.0,0.9,2.8
103000229,1,0,4,2014-09-24,1.0,0.7,3.0
103000230,1,3,3,2014-09-25,1.0,1.0,3.0
103000231,2,3,3,2014-09-26,1.2,1.3,3.0
103000232,0,1,3,2014-09-27,1.1,1.2,3.1
103000233,0,2,2,2014-09-29,1.1,1.4,3.1
103000234,1,1,2,2014-09-30,0.9,1.5,3.0
103000235,0,0,2,2014-10-01,0.9,1.5,2.9
103000236,2,3,3,2014-10-02,1.0,1.7,3.0
103000237,2,3,2,2014-10-03,1.1,1.8,2.8
103000238,1,2,3,2014-10-04,1.0,1.8,2.7
103000239,0,1,3,2014-10-06,0.9,1.9,2.6
103000240,1,3,3,2014-10-07,0.9,1.9,2.6
103000241,1,2,3,2014-10-08,0.8,1.8,2.6
103000242,1,1,2,2014-10-09,0.9,1.8,2.5
103000243,0,2,3,2014-10-10,0.9,1.8,2.6
103000244,0,1,4,2014-10-11,0.8,1.8,2.8
103000245,0,2,2,2014-10-13,0.8,2.0,2.8
103000246,3,1,2,2014-10-14,0.9,1.8,2.7
103000247,0,1,2,2014-10-15,0.7,1.6,2.7
103000248,1,1,2,2014-10-16,0.7,1.5,2.6
103000249,0,0,3,2014-10-17,0.7,1.4,2.6
103000250,0,2,2,2014-10-18,0.6,1.3,2.5
103000251,2,1,2,2014-10-20,0.7,1.2,2.4
103000252,1,2,2,2014-10-21,0.7,1.3,2.4
103000253,1,0,3,2014-10-22,0.8,1.1,2.4
103000254,1,2,3,2014-10-23,0.9,1.2,2.3
103000255,0,0,2,2014-10-24,0.9,1.0,2.3
103000256,0,0,3,2014-10-25,0.6,0.9,2.4
103000257,1,0,3,2014-10-27,0.7,0.8,2.5
103000258,1,0,3,2014-10-28,0.7,0.7,2.6
103000259,0,0,3,2014-10-29,0.7,0.7,2.6
103000260,1,2,2,2014-10-30,0.8,0.7,2.6
103000261,0,0,2,2014-10-31,0.6,0.6,2.6
103000262,1,2,3,2014-11-01,0.6,0.6,2.7
103000263,1,1,3,2014-11-03,0.6,0.7,2.7
103000264,0,1,2,2014-11-04,0.5,0.6,2.6
103000265,0,2,3,2014-11-05,0.5,0.8,2.7
103000266,0,1,2,2014-11-06,0.5,0.9,2.6
103000267,2,1,3,2014-11-07,0.6,1.0,2.6
103000268,0,2,4,2014-11-08,0.5,1.2,2.7
103000269,0,4,2,2014-11-10,0.5,1.6,2.6
103000270,0,1,2,2014-11-11,0.4,1.5,2.6
103000271,1,2,4,2014-11-12,0.5,1.7,2.8
103000272,0,2,3,2014-11-13,0.4,1.7,2.8
103000273,0,1,2,2014-11-14,0.3,1.7,2.7
103000274,0,1,3,2014-11-15,0.3,1.7,2.8
103000275,1,0,3,2014-11-17,0.4,1.5,2.8
103000276,1,1,5,2014-11-18,0.5,1.5,3.1
103000277,1,1,4,2014-11-19,0.4,1.5,3.2
103000278,0,1,2,2014-11-20,0.4,1.4,3.0
103000279,1,2,3,2014-11-21,0.5,1.2,3.1
103000280,0,1,3,2014-11-22,0.5,1.2,3.2
103000281,2,2,3,2014-11-24,0.6,1.2,3.1
